Day	Month_	Year	Exp_day	Phase	Site	Genus	Species	ID_number	infection_tube	SVL	Tail	Mass	Regen_Tail	Skin_Scrapes	Treatment	Incubator_number	Shelf_number	Swab_ID	Census	Bd_hist	Bsal_hist	Specimen_ID	Bd_load	Bsal_load	Repeat1_Bd	Repeat1_Bsal	DoubleBd	DoubleBsal	DoubleBd_repeat	DoubleBsal_repeat	Bsal	Bd	Bd_load_t_min_1
3	7	2015	11	1	RIM	Plethodon	montanus	1	20_large	55.4	NA	2.63	NA	NA	I	6	3	460	0	NA	NA	NA	0	30.92759276	NA	NA	NA	NA	NA	NA	30.92759276	0	0
7	7	2015	15	1	RIM	Plethodon	montanus	1	20_large	55.4	NA	2.76	NA	NA	I	6	3	555	0	NA	NA	NA	0	2995.501119	NA	NA	NA	NA	NA	NA	2995.501119	0	0
9	7	2015	17	1	RIM	Plethodon	montanus	1	20_large	55.4	NA	NA	NA	NA	I	6	3	650	0	NA	NA	NA	0	11.43931651	NA	NA	NA	NA	NA	NA	11.43931651	0	0
15	7	2015	23	1	RIM	Plethodon	montanus	1	20_large	55.4	NA	2.46	NA	NA	I	6	3	745	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
16	7	2015	24	1	RIM	Plethodon	montanus	1	20_large	55.4	NA	NA	NA	NA	I	6	3	836	0	NA	NA	NA	0	502.2579068	NA	NA	NA	NA	NA	NA	502.2579068	0	0
20	7	2015	28	1	RIM	Plethodon	montanus	1	20_large	55.4	NA	2.33	NA	NA	I	6	3	923	0	NA	NA	NA	0	2931.426617	NA	NA	NA	NA	NA	NA	2931.426617	0	0
24	7	2015	32	1	RIM	Plethodon	montanus	1	20_large	55.4	NA	NA	NA	NA	I	6	3	1010	0	NA	NA	NA	0	41.41499704	NA	NA	NA	NA	NA	NA	41.41499704	0	0
28	7	2015	36	1	RIM	Plethodon	montanus	1	20_large	55.4	NA	2.21	NA	NA	I	6	3	1097	0	NA	NA	NA	0	433.0057924	NA	NA	NA	NA	NA	NA	433.0057924	0	0
31	7	2015	39	1	RIM	Plethodon	montanus	1	20_large	55.4	NA	NA	NA	NA	I	6	3	1183	0	NA	NA	NA	0	682.7617975	NA	NA	NA	NA	NA	NA	682.7617975	0	0
10	8	2015	49	2	RIM	Plethodon	montanus	1	20_large	55.4	NA	2.27	NA	NA	I	6	3	1269	0	NA	NA	NA	0	15261.04732	NA	NA	NA	NA	NA	NA	15261.04732	0	0
13	8	2015	52	2	RIM	Plethodon	montanus	1	20_large	55.4	NA	NA	NA	NA	I	6	3	1354	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
18	8	2015	57	2	RIM	Plethodon	montanus	1	20_large	55.4	NA	2.9	NA	NA	I	6	3	1438	0	NA	NA	NA	0	5665.455891	NA	NA	NA	NA	NA	NA	5665.455891	0	0
21	8	2015	60	2	RIM	Plethodon	montanus	1	20_large	55.4	NA	NA	NA	NA	I	6	3	1536	0	NA	NA	NA	0	17.57054777	NA	NA	NA	NA	NA	NA	17.57054777	0	0
25	8	2015	64	2	RIM	Plethodon	montanus	1	20_large	55.4	NA	2.32	NA	NA	I	6	3	1618	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	8	2015	67	2	RIM	Plethodon	montanus	1	20_large	55.4	NA	NA	NA	NA	I	6	3	1700	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
1	9	2015	71	2	RIM	Plethodon	montanus	1	20_large	55.4	NA	2.02	NA	NA	I	6	3	1782	0	NA	NA	NA	0	2360.162381	NA	NA	NA	NA	NA	NA	2360.162381	0	0
4	9	2015	74	2	RIM	Plethodon	montanus	1	20_large	55.4	NA	NA	NA	NA	I	6	3	1864	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
8	9	2015	78	2	RIM	Plethodon	montanus	1	20_large	55.4	NA	2.08	NA	NA	I	6	3	1946	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
11	9	2015	81	2	RIM	Plethodon	montanus	1	20_large	55.4	NA	NA	NA	NA	I	6	3	2028	0	NA	NA	NA	0	9689.480473	0	6402.612557	0	7052.165191	0	2039.197101	9689.480473	0	0
16	9	2015	86	2	RIM	Plethodon	montanus	1	20_large	55.4	NA	NA	NA	NA	I	6	3	NA	1	NA	NA	2479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
7	6	2015	NA	1	RIM	Plethodon	montanus	1	NA	55.4	52.8	3.15	N	N	NA	NA	NA	26	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
22	6	2015	0	1	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	NA	NA	NA	I	1	2	179	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
25	6	2015	3	1	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	1.03	NA	NA	I	1	2	234	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
29	6	2015	7	1	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	0.99	NA	NA	I	1	2	333	0	NA	NA	NA	0	7783.156737	NA	NA	NA	NA	NA	NA	7783.156737	0	0
2	7	2015	10	1	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	0.97	NA	NA	I	1	2	433	0	NA	NA	NA	0	377.9183918	NA	NA	NA	NA	NA	NA	377.9183918	0	0
6	7	2015	14	1	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	1.07	NA	NA	I	1	2	528	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
9	7	2015	17	1	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	NA	NA	NA	I	1	2	623	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
13	7	2015	21	1	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	1.01	NA	NA	I	1	2	718	0	NA	NA	NA	0	0.752036875	NA	NA	NA	NA	NA	NA	0.752036875	0	0
16	7	2015	24	1	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	NA	NA	NA	I	1	2	809	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
20	7	2015	28	1	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	1.07	NA	NA	I	1	2	896	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
24	7	2015	32	1	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	NA	NA	NA	I	1	2	983	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
27	7	2015	35	1	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	1.04	NA	NA	I	1	2	1070	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
30	7	2015	38	1	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	NA	NA	NA	I	1	2	1156	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
10	8	2015	49	2	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	1.12	NA	NA	I	1	2	1242	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
13	8	2015	52	2	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	NA	NA	NA	I	1	2	1327	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
17	8	2015	56	2	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	1.28	NA	NA	I	1	2	1412	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
20	8	2015	59	2	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	NA	NA	NA	I	1	2	1482	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
24	8	2015	63	2	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	1.12	NA	NA	I	1	2	1565	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
27	8	2015	66	2	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	NA	NA	NA	I	1	2	1647	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
31	8	2015	70	2	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	1.11	NA	NA	I	1	2	1729	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
3	9	2015	73	2	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	NA	NA	NA	I	1	2	1811	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
8	9	2015	78	2	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	NA	NA	NA	I	1	2	1893	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
11	9	2015	81	2	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	NA	NA	NA	I	1	2	1975	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0
14	9	2015	84	2	BT_Lake	Desmognathus	fuscus	2	32_small	40.2	NA	NA	NA	NA	I	1	2	NA	1	NA	NA	2402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
7	6	2015	NA	1	BT_Lake	Desmognathus	fuscus	2	NA	40.2	39.9	1.12	N	N	NA	NA	NA	67	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
22	6	2015	0	1	RIM	Desmognathus	organi	2	5_small	37.9	NA	NA	NA	NA	C	4	1	164	0	NA	NA	NA	7.2	0	NA	NA	NA	NA	NA	NA	0	7.2	0
26	6	2015	4	1	RIM	Desmognathus	organi	2	5_small	37.9	NA	1.23	NA	NA	C	4	1	275	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	7.2
30	6	2015	8	1	RIM	Desmognathus	organi	2	5_small	37.9	NA	1.22	NA	NA	C	4	1	374	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
3	7	2015	11	1	RIM	Desmognathus	organi	2	5_small	37.9	NA	1.11	NA	NA	C	4	1	474	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
7	7	2015	15	1	RIM	Desmognathus	organi	2	5_small	37.9	NA	1.09	NA	NA	C	4	1	569	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
9	7	2015	17	1	RIM	Desmognathus	organi	2	5_small	37.9	NA	NA	NA	NA	C	4	1	664	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
15	7	2015	23	1	RIM	Desmognathus	organi	2	5_small	37.9	NA	1.27	NA	NA	C	4	1	759	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
16	7	2015	24	1	RIM	Desmognathus	organi	2	5_small	37.9	NA	NA	NA	NA	C	4	1	850	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
20	7	2015	28	1	RIM	Desmognathus	organi	2	5_small	37.9	NA	1.14	NA	NA	C	4	1	937	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
24	7	2015	32	1	RIM	Desmognathus	organi	2	5_small	37.9	NA	NA	NA	NA	C	4	1	1024	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	7	2015	36	1	RIM	Desmognathus	organi	2	5_small	37.9	NA	1.18	NA	NA	C	4	1	1111	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
31	7	2015	39	1	RIM	Desmognathus	organi	2	5_small	37.9	NA	NA	NA	NA	C	4	1	1197	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
10	8	2015	49	2	RIM	Desmognathus	organi	2	5_small	37.9	NA	1.08	NA	NA	C	4	1	1283	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
13	8	2015	52	2	RIM	Desmognathus	organi	2	5_small	37.9	NA	NA	NA	NA	C	4	1	1368	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
18	8	2015	57	2	RIM	Desmognathus	organi	2	5_small	37.9	NA	1.12	NA	NA	C	4	1	1451	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
21	8	2015	60	2	RIM	Desmognathus	organi	2	5_small	37.9	NA	NA	NA	NA	C	4	1	1540	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
25	8	2015	64	2	RIM	Desmognathus	organi	2	5_small	37.9	NA	1.01	NA	NA	C	4	1	1622	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	8	2015	67	2	RIM	Desmognathus	organi	2	5_small	37.9	NA	NA	NA	NA	C	4	1	1704	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
1	9	2015	71	2	RIM	Desmognathus	organi	2	5_small	37.9	NA	1.01	NA	NA	C	4	1	1786	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
4	9	2015	74	2	RIM	Desmognathus	organi	2	5_small	37.9	NA	NA	NA	NA	C	4	1	1868	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
8	9	2015	78	2	RIM	Desmognathus	organi	2	5_small	37.9	NA	1.11	NA	NA	C	4	1	1950	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
11	9	2015	81	2	RIM	Desmognathus	organi	2	5_small	37.9	NA	NA	NA	NA	C	4	1	2032	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0
16	9	2015	86	2	RIM	Desmognathus	organi	2	5_small	37.9	NA	NA	NA	NA	C	4	1	NA	1	NA	NA	2463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
7	6	2015	NA	1	RIM	Desmognathus	organi	2	NA	37.9	41.8	1.09	N	N	NA	NA	NA	1	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
22	6	2015	0	1	RIM	Eurycea	sp	2	3_small	29.3	NA	NA	NA	NA	C	1	1	10000	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
26	6	2015	4	1	RIM	Eurycea	sp	2	3_small	29.3	NA	0.58	NA	NA	C	1	1	290	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
30	6	2015	8	1	RIM	Eurycea	sp	2	3_small	29.3	NA	0.55	NA	NA	C	1	1	389	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
3	7	2015	11	1	RIM	Eurycea	sp	2	3_small	29.3	NA	0.58	NA	NA	C	1	1	489	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
7	7	2015	15	1	RIM	Eurycea	sp	2	3_small	29.3	NA	0.64	NA	NA	C	1	1	584	0	NA	NA	NA	4.569718398	0	NA	NA	NA	NA	NA	NA	0	4.569718398	0
9	7	2015	17	1	RIM	Eurycea	sp	2	3_small	29.3	NA	NA	NA	NA	C	1	1	679	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	4.569718398
15	7	2015	23	1	RIM	Eurycea	sp	2	3_small	29.3	NA	0.58	NA	NA	C	1	1	774	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
16	7	2015	24	1	RIM	Eurycea	sp	2	3_small	29.3	NA	NA	NA	NA	C	1	1	865	0	NA	NA	NA	0	57.82284334	NA	NA	NA	NA	NA	NA	57.82284334	0	0
20	7	2015	28	1	RIM	Eurycea	sp	2	3_small	29.3	NA	0.48	NA	NA	C	1	1	952	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
24	7	2015	32	1	RIM	Eurycea	sp	2	3_small	29.3	NA	NA	NA	NA	C	1	1	1039	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	7	2015	36	1	RIM	Eurycea	sp	2	3_small	29.3	NA	0.59	NA	NA	C	1	1	1125	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
31	7	2015	39	1	RIM	Eurycea	sp	2	3_small	29.3	NA	NA	NA	NA	C	1	1	1211	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
10	8	2015	49	2	RIM	Eurycea	sp	2	3_small	29.3	NA	0.61	NA	NA	C	1	1	1297	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
13	8	2015	52	2	RIM	Eurycea	sp	2	3_small	29.3	NA	NA	NA	NA	C	1	1	1382	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
18	8	2015	57	2	RIM	Eurycea	sp	2	3_small	29.3	NA	0.6	NA	NA	C	1	1	1465	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
21	8	2015	60	2	RIM	Eurycea	sp	2	3_small	29.3	NA	NA	NA	NA	C	1	1	1550	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
25	8	2015	64	2	RIM	Eurycea	sp	2	3_small	29.3	NA	0.64	NA	NA	C	1	1	1632	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	8	2015	67	2	RIM	Eurycea	sp	2	3_small	29.3	NA	NA	NA	NA	C	1	1	1714	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
1	9	2015	71	2	RIM	Eurycea	sp	2	3_small	29.3	NA	0.62	NA	NA	C	1	1	1796	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
4	9	2015	74	2	RIM	Eurycea	sp	2	3_small	29.3	NA	NA	NA	NA	C	1	1	1878	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
8	9	2015	78	2	RIM	Eurycea	sp	2	3_small	29.3	NA	0.6	NA	NA	C	1	1	1960	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
11	9	2015	81	2	RIM	Eurycea	sp	2	3_small	29.3	NA	NA	NA	NA	C	1	1	2042	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0
16	9	2015	86	2	RIM	Eurycea	sp	2	3_small	29.3	NA	NA	NA	NA	C	1	1	NA	1	NA	NA	2443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
7	6	2015	NA	1	RIM	Eurycea	sp	2	NA	29.3	25.8	0.55	N	N	NA	NA	NA	20	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
22	6	2015	0	1	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	NA	NA	NA	C	5	1	193	0	NA	NA	NA	1567.645636	0	NA	NA	NA	NA	NA	NA	0	1567.645636	NA
26	6	2015	4	1	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	2.03	NA	NA	C	5	1	293	0	NA	NA	NA	2005.574506	0	NA	NA	NA	NA	NA	NA	0	2005.574506	1567.645636
30	6	2015	8	1	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	2.13	NA	NA	C	5	1	392	0	NA	NA	NA	366.8077438	0	NA	NA	NA	NA	NA	NA	0	366.8077438	2005.574506
3	7	2015	11	1	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	2.14	NA	NA	C	5	1	491	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	366.8077438
7	7	2015	15	1	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	1.89	NA	NA	C	5	1	586	0	NA	NA	NA	16913.69239	0.974841085	NA	NA	NA	NA	NA	NA	0.974841085	16913.69239	0
9	7	2015	17	1	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	NA	NA	NA	C	5	1	681	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	16913.69239
15	7	2015	23	1	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	2.18	NA	NA	C	5	1	776	0	NA	NA	NA	2328.892529	0	NA	NA	NA	NA	NA	NA	0	2328.892529	0
16	7	2015	24	1	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	NA	NA	NA	C	5	1	867	0	NA	NA	NA	64734.53741	77.74695893	NA	NA	NA	NA	NA	NA	77.74695893	64734.53741	2328.892529
20	7	2015	28	1	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	1.76	NA	NA	C	5	1	954	0	NA	NA	NA	89661.12667	0	NA	NA	NA	NA	NA	NA	0	89661.12667	64734.53741
24	7	2015	32	1	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	NA	NA	NA	C	5	1	1041	0	NA	NA	NA	52960.96794	0	NA	NA	NA	NA	NA	NA	0	52960.96794	89661.12667
28	7	2015	36	1	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	1.97	NA	NA	C	5	1	1127	0	NA	NA	NA	47233.02227	0	NA	NA	NA	NA	NA	NA	0	47233.02227	52960.96794
31	7	2015	39	1	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	NA	NA	NA	C	5	1	1213	0	NA	NA	NA	54526.63232	0	NA	NA	NA	NA	NA	NA	0	54526.63232	47233.02227
10	8	2015	49	2	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	2.11	NA	NA	C	5	1	1299	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	54526.63232
13	8	2015	52	2	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	NA	NA	NA	C	5	1	1384	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
18	8	2015	57	2	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	2.03	NA	NA	C	5	1	1467	0	NA	NA	NA	3881.398607	0	NA	NA	NA	NA	NA	NA	0	3881.398607	0
21	8	2015	60	2	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	NA	NA	NA	C	5	1	1551	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	3881.398607
25	8	2015	64	2	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	1.97	NA	NA	C	5	1	1633	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	8	2015	67	2	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	NA	NA	NA	C	5	1	1715	0	NA	NA	NA	2623.898313	0	NA	NA	NA	NA	NA	NA	0	2623.898313	0
1	9	2015	71	2	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	1.7	NA	NA	C	5	1	1797	0	NA	NA	NA	26100.68232	0	NA	NA	NA	NA	NA	NA	0	26100.68232	2623.898313
4	9	2015	74	2	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	NA	NA	NA	C	5	1	1879	0	NA	NA	NA	4482.106418	0	NA	NA	NA	NA	NA	NA	0	4482.106418	26100.68232
8	9	2015	78	2	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	1.77	NA	NA	C	5	1	1961	0	NA	NA	NA	625.8740552	0	NA	NA	NA	NA	NA	NA	0	625.8740552	4482.106418
11	9	2015	81	2	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	NA	NA	NA	C	5	1	2043	0	NA	NA	NA	14290.00177	1.780101722	12887.84059	0	5318.635867	0	10068.66825	0	1.780101722	14290.00177	625.8740552
16	9	2015	86	2	BT_Lake	Notophtalamus	viridescens	2	11_small	40.2	NA	NA	NA	NA	C	5	1	NA	1	NA	NA	2467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14290.00177
7	6	2015	NA	1	BT_Lake	Notophtalamus	viridescens	2	NA	40.2	45.7	2.73	N	N	NA	NA	NA	94	0	NA	NA	NA	17.27	0	NA	NA	NA	NA	NA	NA	0	17.27	NA
22	6	2015	0	1	RIM	Plethodon	cinereus	2	62_small	42.8	NA	NA	NA	NA	I	3	2	109	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
26	6	2015	4	1	RIM	Plethodon	cinereus	2	62_small	42.8	NA	1.02	NA	NA	I	3	2	208	0	NA	NA	NA	0	70.38637928	NA	NA	NA	NA	NA	NA	70.38637928	0	0
30	6	2015	8	1	RIM	Plethodon	cinereus	2	62_small	42.8	NA	1.08	NA	NA	I	3	2	307	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
3	7	2015	11	1	RIM	Plethodon	cinereus	2	62_small	42.8	NA	1.06	NA	NA	I	3	2	407	0	NA	NA	NA	2.785024303	0	NA	NA	NA	NA	NA	NA	0	2.785024303	0
7	7	2015	15	1	RIM	Plethodon	cinereus	2	62_small	42.8	NA	1.01	NA	NA	I	3	2	502	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	2.785024303
9	7	2015	17	1	RIM	Plethodon	cinereus	2	62_small	42.8	NA	NA	NA	NA	I	3	2	597	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
15	7	2015	23	1	RIM	Plethodon	cinereus	2	62_small	42.8	NA	1.05	NA	NA	I	3	2	692	0	NA	NA	NA	2.780865666	741.9409527	NA	NA	NA	NA	NA	NA	741.9409527	2.780865666	0
16	7	2015	24	1	RIM	Plethodon	cinereus	2	62_small	42.8	NA	NA	NA	NA	I	3	2	783	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	2.780865666
20	7	2015	28	1	RIM	Plethodon	cinereus	2	62_small	42.8	NA	1.01	NA	NA	I	3	2	870	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
24	7	2015	32	1	RIM	Plethodon	cinereus	2	62_small	42.8	NA	NA	NA	NA	I	3	2	957	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	7	2015	36	1	RIM	Plethodon	cinereus	2	62_small	42.8	NA	1.01	NA	NA	I	3	2	1044	0	NA	NA	NA	0	966.0316802	NA	NA	NA	NA	NA	NA	966.0316802	0	0
31	7	2015	39	1	RIM	Plethodon	cinereus	2	62_small	42.8	NA	NA	NA	NA	I	3	2	1130	0	NA	NA	NA	0	72.87694496	NA	NA	NA	NA	NA	NA	72.87694496	0	0
10	8	2015	49	2	RIM	Plethodon	cinereus	2	62_small	42.8	NA	1.26	NA	NA	D	3	2	1216	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
13	8	2015	52	2	RIM	Plethodon	cinereus	2	62_small	42.8	NA	NA	NA	NA	D	3	2	1301	0	NA	NA	NA	0	4782.862291	NA	NA	NA	NA	NA	NA	4782.862291	0	0
18	8	2015	57	2	RIM	Plethodon	cinereus	2	62_small	42.8	NA	1.12	NA	NA	D	3	2	1386	0	NA	NA	NA	0	6418.429431	NA	NA	NA	NA	NA	NA	6418.429431	0	0
21	8	2015	60	2	RIM	Plethodon	cinereus	2	62_small	42.8	NA	NA	NA	NA	D	3	2	1513	0	NA	NA	NA	0	3956.854858	NA	NA	NA	NA	NA	NA	3956.854858	0	0
25	8	2015	64	2	RIM	Plethodon	cinereus	2	62_small	42.8	NA	1.08	NA	NA	D	3	2	1595	0	NA	NA	NA	16.30064467	517.3913239	NA	NA	NA	NA	NA	NA	517.3913239	16.30064467	0
28	8	2015	67	2	RIM	Plethodon	cinereus	2	62_small	42.8	NA	NA	NA	NA	D	3	2	1677	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	16.30064467
1	9	2015	71	2	RIM	Plethodon	cinereus	2	62_small	42.8	NA	1.05	NA	NA	D	3	2	1759	0	NA	NA	NA	0	1418.553605	NA	NA	NA	NA	NA	NA	1418.553605	0	0
